trip_headsign_x,trip_headsign_y,delta,direction_id_x,route_short_name,shape_id_x,dist_x,direction_id_y,shape_id_y,dist_y
SOUTH - 57 MIDLAND TOWARDS KENNEDY STATION,NORTH - 57 MIDLAND TOWARDS STEELES,447.10,0,57,602494,11839.85586,1,602498,12286.95763
EAST - 59 MAPLE LEAF TOWARDS LAWRENCE WEST STATION VIA CULFORD AND BENTON ,WEST - 59B MAPLE LEAF TOWARDS WESTON RD VIA CULFORD AND BENTON AND CHURCH,44.83,0,59,602503,10502.71407,1,602508,10547.54237
EAST - 59 MAPLE LEAF TOWARDS LAWRENCE WEST STATION VIA CULFORD AND BENTON ,WEST - 59B MAPLE LEAF TOWARDS WESTON RD VIA CULFORD AND BENTON AND CHURCH,83.33,0,59,602502,2785.128844,1,602510,2868.459443
EAST - 59 MAPLE LEAF TOWARDS LAWRENCE WEST STATION VIA CULFORD AND BENTON ,WEST - 59A MAPLE LEAF TOWARDS WESTON RD VIA BENTON AND CULFORD AND GARY DR,101.21,0,59,602504,2644.757401,1,602509,2543.544703
EAST - 59 MAPLE LEAF TOWARDS LAWRENCE WEST STATION VIA CULFORD AND BENTON ,WEST - 59B MAPLE LEAF TOWARDS WESTON RD VIA CULFORD AND BENTON AND CHURCH,175.71,0,59,602501,10723.25688,1,602508,10547.54237
EAST - 60 STEELES EAST TOWARDS FINCH STATION,WEST - 60B STEELES WEST TOWARDS MARTIN GROVE ,37.52,0,60,602519,18075.29141,1,602528,18112.80916
EAST - 60 STEELES EAST TOWARDS FINCH STATION,WEST - 60S STEELES WEST TOWARDS SIGNET AND WESTON RD,138.10,0,60,602525,12609.55271,1,602533,12747.65288
EAST - 60 STEELES EAST TOWARDS FINCH STATION,WEST - 60F STEELES WEST EXPRESS TOWARDS YORK UNIVERSITY,221.77,0,60,602524,11174.77196,1,602532,11396.5382
EAST - 60 STEELES EAST TOWARDS FINCH STATION,WEST - 60F STEELES WEST EXPRESS TOWARDS YORK UNIVERSITY,368.98,0,60,602520,11765.51492,1,602532,11396.5382
EAST - 60F STEELES EAST EXPRESS TOWARDS FINCH STATION,WEST - 60F STEELES WEST EXPRESS TOWARDS YORK UNIVERSITY,374.37,0,60,602523,11770.90939,1,602532,11396.5382
EAST - 60 STEELES EAST TOWARDS FINCH STATION,WEST - 60D STEELES WEST TOWARDS HIGHWAY 27 ,387.68,0,60,602521,19513.64987,1,602530,19901.32971
SOUTH - 61 AVENUE ROAD NORTH TOWARDS EGLINTON STATION,NORTH - 61 AVENUE ROAD NORTH TOWARDS HIGHWAY 401,486.93,0,61,602535,5921.442236,1,602536,5434.513417
EAST - 62 MORTIMER TOWARDS MAIN STREET STATION,WEST - 62 MORTIMER TOWARDS BROADVIEW STATION,550.86,0,62,602538,6603.039831,1,602541,6052.183013
EAST - 62 MORTIMER TOWARDS MAIN STREET STATION,WEST - 62 MORTIMER TOWARDS BROADVIEW STATION,3305.54,0,62,602539,2746.646376,1,602541,6052.183013
SOUTH - 63 OSSINGTON TOWARDS LIBERTY VILLAGE,NORTH - 63S OSSINGTON TOWARDS KING,392.15,0,63,602548,1132.99227,1,602553,740.8438735
SOUTH - 63 OSSINGTON TOWARDS LIBERTY VILLAGE,NORTH - 63B OSSINGTON TOWARDS ST CLAIR,559.64,0,63,602546,6742.178796,1,602552,6182.53786
SOUTH - 63 OSSINGTON TOWARDS LIBERTY VILLAGE,NORTH - 63A OSSINGTON TOWARDS EGLINTON WEST STATION,674.60,0,63,602543,9411.017337,1,602551,8736.415947
SOUTH - 63 OSSINGTON TOWARDS LIBERTY VILLAGE,NORTH - 63A OSSINGTON TOWARDS EGLINTON WEST STATION,791.06,0,63,602545,9527.474351,1,602551,8736.415947
SOUTH - 64 MAIN TOWARDS QUEEN,NORTH - 64S MAIN TOWARDS MAIN STREET STATION,554.09,0,64,602554,3155.366371,1,602560,2601.276764
SOUTH - 64S MAIN SHORT TURN TOWARDS MAIN STREET STATION,NORTH - 64 MAIN TOWARDS EASTDALE,661.62,0,64,602555,1108.7877,1,602558,447.1673574
SOUTH - 65 PARLIAMENT TOWARDS ESPLANADE,NORTH - 65 PARLIAMENT TOWARDS CASTLE FRANK STATION,726.00,0,65,602561,2875.039222,1,602562,3601.040284
SOUTH - 66A PRINCE EDWARD TOWARDS HUMBER LOOP,NORTH - 66 PRINCE EDWARD TOWARDS OLD MILL STATION,37.03,0,66,602563,4932.352655,1,602566,4969.386573
SOUTH - 66B PRINCE EDWARD TOWARDS LAKESHORE,NORTH - 66 PRINCE EDWARD TOWARDS OLD MILL STATION,1034.67,0,66,602564,6695.47406,1,602567,5660.80282
SOUTH - 67 PHARMACY TOWARDS VICTORIA PARK STATION,NORTH - 67 PHARMACY TOWARDS ELLESMERE,226.83,0,67,602569,8978.488758,1,602573,9205.318158
SOUTH - 67 PHARMACY TOWARDS VICTORIA PARK STATION,NORTH - 67B PHARMACY TOWARDS EGLINTON,532.73,0,67,602570,4562.676517,1,602572,5095.402663
SOUTH - 68 WARDEN TOWARDS WARDEN STATION,NORTH - 68A WARDEN TOWARDS STEELES,97.81,0,68,602574,12927.74946,1,602578,13025.56156
SOUTH - 68 WARDEN TOWARDS WARDEN STATION EXTRA FARE REQUIRED NORTH OF STEELES,NORTH - 68B WARDEN TOWARDS MAJOR MACKENZIE EXTRA FARE REQUIRED NORTH OF STEELES,462.94,0,68,602576,21728.26131,1,602579,22191.19776
SOUTH - 69B WARDEN SOUTH TOWARDS KINGSTON RD VIA BIRCHMOUNT,NORTH - 69S WARDEN SOUTH TOWARDS DANFORTH RD,0.00,0,69,602587,1618.843612,1,602591,1618.843612
SOUTH - 69B WARDEN SOUTH TOWARDS KINGSTON RD VIA BIRCHMOUNT,NORTH - 69 WARDEN SOUTH TOWARDS WARDEN STATION,146.74,0,69,602586,3542.361546,1,602589,3395.619513
SOUTH - 69A WARDEN SOUTH TOWARDS KINGSTON RD VIA WARDEN,NORTH - 69 WARDEN SOUTH TOWARDS WARDEN STATION,284.34,0,69,602585,3796.154465,1,602588,4080.496121
WEST - 70 O'CONNOR TOWARDS COXWELL STATION,EAST - 70C O'CONNOR TOWARDS WARDEN STATION,43.28,0,70,602606,6228.376798,1,602614,6185.095874
WEST - 70 O'CONNOR TOWARDS COXWELL STATION,EAST - 70C O'CONNOR TOWARDS WARDEN STATION,58.79,0,70,602602,6243.885063,1,602614,6185.095874
WEST - 70 O'CONNOR TOWARDS COXWELL STATION,EAST - 70B O'CONNOR TOWARDS EGLINTON SQUARE,84.77,0,70,602604,5715.091079,1,602613,5630.319912
SOUTH - 71 RUNNYMEDE TOWARDS RUNNYMEDE STATION,NORTH - 71A RUNNYMEDE TOWARDS ST CLAIR AND GUNNS,196.59,0,71,602615,3144.863339,1,602622,3341.45633
SOUTH - 71 RUNNYMEDE TOWARDS RUNNYMEDE STATION,NORTH - 71B RUNNYMEDE TOWARDS INDUSTRY ST,1309.26,0,71,602616,8098.300542,1,602621,6789.04108
SOUTH - 72A PAPE TOWARDS EASTERN,NORTH - 72 PAPE TOWARDS PAPE STATION,517.67,0,72,602624,3201.634819,1,602627,2683.960705
SOUTH - 72B PAPE TOWARDS UNION STN VIA COMMISSIONERS AND QUEENS QUAY,NORTH - 72 PAPE TOWARDS PAPE STATION VIA QUEENS QUAY AND COMMISSIONERS,650.96,0,72,602625,8389.230078,1,602628,9040.188204
SOUTH - 73 ROYAL YORK TOWARDS ROYAL YORK STATION,NORTH - 73B ROYAL YORK TOWARDS EGLINTON AND LA ROSE,18.66,0,73,602632,5630.189757,1,602639,5648.849848
SOUTH - 73 ROYAL YORK TOWARDS ROYAL YORK STATION,NORTH - 73C ROYAL YORK TOWARDS CLAIREPORT VIA ALBION RD,143.18,0,73,602634,17822.21057,1,602640,17679.02725
SOUTH - 73 ROYAL YORK TOWARDS ROYAL YORK STATION,NORTH - 73C ROYAL YORK TOWARDS CLAIREPORT VIA ALBION RD,156.01,0,73,602633,17249.88295,1,602641,17093.86797
SOUTH - 73 ROYAL YORK TOWARDS ROYAL YORK STATION,NORTH - 73A ROYAL YORK TOWARDS DIXON,193.23,0,73,602631,6374.547076,1,602638,6567.779274
SOUTH - 74 MOUNT PLEASANT TOWARDS ST CLAIR STATION,NORTH - 74 MOUNT PLEASANT TOWARDS EGLINTON,214.05,0,74,602642,3095.539318,1,602643,3309.584593
SOUTH - 75S SHERBOURNE TOWARDS QUEENS QUAY,NORTH - 75S SHERBOURNE TOWARDS SOUTH DRIVE,233.25,0,75,602650,772.5999612,1,602655,1005.852008
SOUTH - 75 SHERBOURNE TOWARDS QUEENS QUAY,NORTH - 75 SHERBOURNE TOWARDS SOUTH DRIVE,604.06,0,75,602644,4233.118508,1,602651,4837.174194
SOUTH - 75 SHERBOURNE TOWARDS QUEENS QUAY,NORTH - 75 SHERBOURNE TOWARDS SOUTH DRIVE,658.00,0,75,602645,5495.177292,1,602651,4837.174194
SOUTH - 75 SHERBOURNE TOWARDS QUEENS QUAY,NORTH - 75 SHERBOURNE TOWARDS SOUTH DRIVE,1359.13,0,75,602648,3478.039984,1,602651,4837.174194
SOUTH - 76A ROYAL YORK SOUTH TOWARDS LAKE SHORE,NORTH - 76 ROYAL YORK SOUTH TOWARDS ROYAL YORK STATION,47.69,0,76,602662,3286.542564,1,602672,3238.848569
SOUTH - 76B ROYAL YORK SOUTH TOWARDS QUEENSWAY AND GRAND AVENUE,NORTH - 76 ROYAL YORK SOUTH TOWARDS ROYAL YORK STATION,56.18,0,76,602659,3706.835172,1,602668,3650.653099
SOUTH - 76B ROYAL YORK SOUTH TOWARDS QUEENSWAY AND GRAND AVENUE,NORTH - 76 ROYAL YORK SOUTH TOWARDS ROYAL YORK STATION,157.17,0,76,602658,4789.245667,1,602667,4946.417996
SOUTH - 76B ROYAL YORK SOUTH TOWARDS QUEENSWAY AND GRAND AVENUE,NORTH - 76S ROYAL YORK SOUTH TOWARDS EVANS,486.64,0,76,602656,1258.870439,1,602673,1745.51541
SOUTH - 76B ROYAL YORK SOUTH TOWARDS QUEENSWAY AND GRAND AVENUE,NORTH - 76S ROYAL YORK SOUTH TOWARDS EVANS,664.04,0,76,602665,1081.47155,1,602673,1745.51541
SOUTH - 76A ROYAL YORK SOUTH TOWARDS LAKE SHORE,NORTH - 76 ROYAL YORK SOUTH TOWARDS ROYAL YORK STATION,1498.16,0,76,602657,6444.576072,1,602667,4946.417996
SOUTH - 77 SWANSEA TOWARDS QUEENSWAY,NORTH - 77 SWANSEA TOWARDS RUNNYMEDE STATION,1547.16,0,77,602675,3732.395119,1,602676,2185.238659
SOUTH - 77 SWANSEA TOWARDS QUEENSWAY,NORTH - 77 SWANSEA TOWARDS RUNNYMEDE STATION,1790.93,0,77,602674,3976.171597,1,602676,2185.238659
EAST - 78 ST ANDREWS TOWARDS BAYVIEW,WEST - 78 ST ANDREWS TOWARDS YORK MILLS STATION,484.26,0,78,602678,4705.795067,1,602679,5190.055847
SOUTH - 79A SCARLETT RD TOWARDS RUNNYMEDE STATION VIA FOXWELL/PRITCHARD,NORTH - 79B SCARLETT RD TOWARDS LAWRENCE & JANE VIA ST CLAIR,1012.40,0,79,602680,9186.949759,1,602684,10199.35013
SOUTH - 79B SCARLETT RD TOWARDS RUNNYMEDE STATION VIA ST CLAIR ,NORTH - 79B SCARLETT RD TOWARDS LAWRENCE & JANE VIA ST CLAIR,1196.85,0,79,602681,9002.495981,1,602684,10199.35013
SOUTH - 79 SCARLETT RD TOWARDS LAWRENCE & JANE,NORTH - 79B SCARLETT RD TOWARDS LAWRENCE & JANE VIA ST CLAIR,9604.92,0,79,602682,594.4301805,1,602684,10199.35013
EAST - 80A QUEENSWAY TOWARDS KEELE STATION VIA PARKSIDE DR,WEST - 80 QUEENSWAY TOWARDS SHERWAY,287.22,0,80,602687,12409.73191,1,602692,12696.94835
EAST - 80A QUEENSWAY TOWARDS KEELE STATION VIA PARKSIDE DRIVE,WEST - 80 QUEENSWAY TOWARDS SHERWAY,391.15,0,80,602691,8744.362041,1,602695,9135.516713
EAST - 80B QUEENSWAY TOWARDS HUMBER LOOP,WEST - 80 QUEENSWAY TOWARDS SHERWAY,525.30,0,80,602689,7719.407802,1,602694,8244.706499
SOUTH - 81 THORNCLIFFE PARK TOWARDS PAPE STATION,NORTH - 81 THORNCLIFFE PARK TOWARDS THORNCLIFFE,15.22,0,81,602696,4077.05329,1,602699,4092.273978
SOUTH - 81 THORNCLIFFE PARK TOWARDS PAPE STATION,NORTH - 81 THORNCLIFFE PARK TOWARDS THORNCLIFFE,33.63,0,81,602697,4304.330611,1,602700,4270.699693
SOUTH - 81 THORNCLIFFE PARK TOWARDS THORNCLIFFE,NORTH - 81 THORNCLIFFE PARK TOWARDS THORNCLIFFE,97.45,0,81,602698,1129.556895,1,602701,1227.00674
WEST - 82 ROSEDALE TOWARDS ROSEDALE STATION,EAST - 82 ROSEDALE TOWARDS SUMMERHILL,623.15,0,82,602702,2522.329991,1,602703,3145.481802
SOUTH - 83 JONES TOWARDS COMMISSIONERS,NORTH - 83 JONES TOWARDS DONLANDS STATION,414.66,0,83,602704,4259.704433,1,602705,3845.045233
EAST - 84 SHEPPARD WEST TOWARDS SHEPPARD-YONGE STATION,WEST - 84C SHEPPARD WEST TOWARDS STEELES VIA ARROW RD,173.95,0,84,602710,16798.17023,1,602719,16972.11582
EAST - 84 SHEPPARD WEST TOWARDS SHEPPARD-YONGE STATION,WEST - 84C SHEPPARD WEST TOWARDS STEELES VIA ARROW RD,242.92,0,84,602709,16729.19152,1,602719,16972.11582
EAST - 84S SHEPPARD WEST SHORT TURN TOWARDS SHEPPARD,WEST - 84B SHEPPARD WEST TOWARDS WESTON RD,257.12,0,84,602717,945.9254347,1,602723,1203.041638
EAST - 84 SHEPPARD WEST TOWARDS SHEPPARD-YONGE STATION,WEST - 84S SHEPPARD WEST SHORT TURN TOWARDS ARROW RD,468.25,0,84,602707,12908.87052,1,602721,12440.61907
EAST - 84S SHEPPARD WEST SHORT TURN TOWARDS SHEPPARD,WEST - 84B SHEPPARD WEST TOWARDS WESTON RD,496.33,0,84,602713,706.7113669,1,602723,1203.041638
EAST - 84 SHEPPARD WEST TOWARDS SHEPPARD-YONGE STATION,WEST - 84B SHEPPARD WEST TOWARDS WESTON RD,863.39,0,84,602708,14397.33071,1,602718,13533.94192
EAST - 84 SHEPPARD WEST TOWARDS SHEPPARD-YONGE STATION,WEST - 84S SHEPPARD WEST SHORT TURN TOWARDS ARROW RD,1161.20,0,84,602715,11279.41519,1,602721,12440.61907
EAST - 84S SHEPPARD WEST SHORT TURN TOWARDS SHEPPARD,WEST - 84A SHEPPARD WEST TOWARDS STEELES VIA ARROW RD,3011.89,0,84,602714,5706.843299,1,602722,2694.949639
EAST - 85A SHEPPARD EAST TOWARDS ROUGE HILL GO STATION,WEST - 85 SHEPPARD EAST TOWARDS SHEPPARD-YONGE STATION,114.10,0,85,602726,20396.48337,1,602750,20510.5835
EAST - 85 SHEPPARD EAST TOWARDS MEADOWVALE,WEST - 85A SHEPPARD EAST TOWARDS DON MILLS STATION,155.37,0,85,602729,15140.55444,1,602742,15295.92478
EAST - 85A SHEPPARD EAST TOWARDS DON MILLS STATION,WEST - 85 SHEPPARD EAST TOWARDS SHEPPARD-YONGE STATION,236.60,0,85,602737,6254.414856,1,602748,6017.810877
EAST - 85A SHEPPARD EAST TOWARDS ROUGE HILL GO STATION,WEST - 85A SHEPPARD EAST TOWARDS DON MILLS STATION,5245.26,0,85,602734,25778.03052,1,602739,20532.76644
EAST - 86C SCARBOROUGH TOWARDS SHEPPARD,WEST - 86E SCARBOROUGH EXPRESS TOWARDS KENNEDY STATION,76.41,0,86,602758,14002.6888,1,602764,14079.10258
EAST - 86B SCARBOROUGH TOWARDS HIGHLAND CREEK,WEST - 86 SCARBOROUGH TOWARDS KENNEDY STATION,111.00,0,86,602752,11236.6342,1,602763,11347.63508
EAST - 86D SCARBOROUGH TOWARDS BEECHGROVE VIA LAWRENCE,WEST - 86 SCARBOROUGH TOWARDS KENNEDY STATION,131.25,0,86,602754,11478.88935,1,602763,11347.63508
EAST - 86E SCARBOROUGH EXPRESS TOWARDS SHEPPARD,WEST - 86 SCARBOROUGH TOWARDS KENNEDY STATION,266.24,0,86,602755,14363.67463,1,602762,14097.43686
EAST - 86C SCARBOROUGH TOWARDS SHEPPARD,WEST - 86 SCARBOROUGH TOWARDS KENNEDY STATION,272.93,0,86,602753,14370.37048,1,602762,14097.43686
EAST - 86A SCARBOROUGH TOWARDS TORONTO ZOO,WEST - 86 SCARBOROUGH TOWARDS KENNEDY STATION,410.52,0,86,602751,16116.96777,1,602760,15706.44709
EAST - 86D SCARBOROUGH TOWARDS BEECHGROVE VIA LAWRENCE,WEST - 86 SCARBOROUGH TOWARDS KENNEDY STATION,8851.53,0,86,602759,2064.584274,1,602761,10916.11849
EAST - 87C COSBURN TOWARDS MAIN STREET STATION,WEST - 87A COSBURN TOWARDS BROADVIEW STATION VIA EAST YORK ACRES,96.48,0,87,602766,7365.188301,1,602773,7461.672129
EAST - 87A COSBURN TOWARDS MAIN STREET STATION VIA EAST YORK ACRES,WEST - 87A COSBURN TOWARDS BROADVIEW STATION VIA EAST YORK ACRES,122.46,0,87,602767,7584.133609,1,602773,7461.672129
EAST - 88B SOUTH LEASIDE TOWARDS THORNCLIFFE VIA WICKSTEED ,WEST - 88 SOUTH LEASIDE TOWARDS ST CLAIR STATION,0.20,0,88,602784,6592.207989,1,602790,6592.005668
EAST - 88A SOUTH LEASIDE TOWARDS THORNCLIFFE VIA OVERLEA,WEST - 88 SOUTH LEASIDE TOWARDS ST CLAIR STATION,50.49,0,88,602780,7345.629096,1,602792,7295.142024
EAST - 88 SOUTH LEASIDE TOWARDS ST CLAIR STATION,WEST - 88S SOUTH LEASIDE SHORT TURN         ,895.33,0,88,602788,1855.739754,1,602797,2751.071389
EAST - 88 SOUTH LEASIDE TOWARDS ST CLAIR STATION,WEST - 88S SOUTH LEASIDE SHORT TURN         ,1282.11,0,88,602789,4033.185108,1,602797,2751.071389
SOUTH - 89 WESTON TOWARDS KEELE STATION,NORTH - 89 WESTON TOWARDS ALBION RD,299.54,0,89,602799,10038.89612,1,602801,10338.44059
SOUTH - 90 VAUGHAN TOWARDS BATHURST STATION,NORTH - 90B VAUGHAN TOWARDS EGLINTON,173.66,0,90,602808,5280.891999,1,602812,5107.235364
SOUTH - 90 VAUGHAN TOWARDS BATHURST STATION,NORTH - 90A VAUGHAN TOWARDS OAKWOOD,379.31,0,90,602806,4216.601994,1,602810,4595.916187
SOUTH - 91D WOODBINE TOWARDS WOODBINE STATION VIA RAILSIDE,NORTH - 91D WOODBINE TOWARDS YORK MILLS VIA RAILSIDE,70.27,0,91,602817,13874.50709,1,602823,13804.23775
SOUTH - 91 WOODBINE TOWARDS WOODBINE STATION,NORTH - 91C WOODBINE TOWARDS YORK MILLS,93.16,0,91,602815,12751.6135,1,602822,12658.44878
SOUTH - 91 WOODBINE TOWARDS WOODBINE STATION,NORTH - 91C WOODBINE TOWARDS YORK MILLS,180.06,0,91,602816,11691.69508,1,602821,11511.63326
SOUTH - 91 WOODBINE TOWARDS WOODBINE STATION,NORTH - 91A WOODBINE TOWARDS PARKVIEW HILLS,264.86,0,91,602813,4012.932356,1,602819,3748.076099
SOUTH - 91 WOODBINE TOWARDS WOODBINE STATION,NORTH - 91B WOODBINE TOWARDS LAWRENCE,695.14,0,91,602814,7606.936314,1,602820,8302.078284
SOUTH - 92 WOODBINE SOUTH TOWARDS LAKESHORE,NORTH - 92 WOODBINE SOUTH TOWARDS WOODBINE STATION,168.13,0,92,602826,3098.293006,1,602827,2930.161419
EAST - 94 WELLESLEY TOWARDS CASTLE FRANK STATION,WEST - 94B WELLESLEY TOWARDS WELLESLEY STATION,0.00,0,94,602829,2196.015182,1,602831,2196.015182
EAST - 94 WELLESLEY TOWARDS CASTLE FRANK STATION,WEST - 94A WELLESLEY TOWARDS OSSINGTON STATION,107.34,0,94,602828,6381.258396,1,602830,6488.596139
EAST - 95A YORK MILLS TOWARDS KINGSTON RD,WEST - 95 YORK MILLS TOWARDS YORK MILLS STATION,17.81,0,95,602832,21556.57568,1,602840,21574.38183
EAST - 95C YORK MILLS TOWARDS ELLESMERE STATION,WEST - 95C YORK MILLS TOWARDS YORK MILLS STATION,77.99,0,95,602834,11233.3966,1,602842,11311.38311
EAST - 95E YORK MILLS EXPRESS TOWARDS U OF T SCARBOROUGH,WEST - 95E YORK MILLS EXPRESS TOWARDS YORK MILLS STATION,170.14,0,95,602835,18982.29469,1,602843,19152.43494
EAST - 95B YORK MILLS TOWARDS U OF T SCARBOROUGH,WEST - 95 YORK MILLS TOWARDS YORK MILLS STATION,170.14,0,95,602833,18982.29469,1,602841,19152.43494
EAST - 96 WILSON TOWARDS YORK MILLS STATION,WEST - 96B WILSON TOWARDS HUMBERLINE & ALBION,51.65,0,96,602856,23267.78515,1,602865,23319.43147
EAST - 96A WILSON TOWARDS YORK MILLS STATION VIA JOHN GARLAND AND KIPLING ,WEST - 96A WILSON TOWARDS CARRIER DR VIA KIPLING AND JOHN GARLAND,133.05,0,96,602852,22542.70775,1,602864,22675.75669
EAST - 96A WILSON TOWARDS YORK MILLS STATION VIA JOHN GARLAND AND KIPLING ,WEST - 96A WILSON TOWARDS CARRIER DR VIA KIPLING AND JOHN GARLAND,220.03,0,96,602850,22895.78294,1,602864,22675.75669
EAST - 96 WILSON TOWARDS YORK MILLS STATION,WEST - 96B WILSON TOWARDS HUMBERLINE & ALBION,265.57,0,96,602855,23585.00035,1,602865,23319.43147
EAST - 96 WILSON TOWARDS YORK MILLS STATION,WEST - 96A WILSON TOWARDS CARRIER DR VIA KIPLING AND JOHN GARLAND,1439.44,0,96,602849,21236.31969,1,602864,22675.75669
SOUTH - 97 YONGE TOWARDS DAVISVILLE STATION,NORTH - 97A YONGE TOWARDS YORK MILLS STATION VIA YONGE BLVD,1.17,0,97,602873,6534.228464,1,602885,6533.056477
SOUTH - 97C YONGE TOWARDS LAWRENCE STATION ,NORTH - 97C YONGE TOWARDS STEELES,7.88,0,97,602877,9062.279201,1,602889,9070.155153
SOUTH - 97B YONGE TOWARDS QUEENS QUAY,NORTH - 97B YONGE TOWARDS YORK MILLS STATION,534.37,0,97,602884,12578.7433,1,602895,12044.3683
SOUTH - 97B YONGE TOWARDS QUEENS QUAY,NORTH - 97B YONGE TOWARDS YORK MILLS STATION,540.00,0,97,602882,12584.36978,1,602895,12044.3683
EAST - 98A WILLOWDALE-SENLAC TOWARDS SHEPPARD-YONGE STATION VIA SENLAC,WEST - 98B WILLOWDALE-SENLAC TOWARDS SHEPPARD-YONGE STATION VIA WILLOWDALE,35.22,0,98,602896,5612.67348,1,602901,5647.890308
EAST - 98B WILLOWDALE-SENLAC TOWARDS STEELES VIA WILLOWDALE,WEST - 98B WILLOWDALE-SENLAC TOWARDS SHEPPARD-YONGE STATION VIA WILLOWDALE,39.19,0,98,602897,5687.078653,1,602901,5647.890308
EAST - 98S WILLOWDALE-SENLAC SHORT TURN,WEST - 98S WILLOWDALE-SENLAC SHORT TURN,248.25,0,98,602899,835.4366788,1,602903,587.1883571
EAST - 98C WILLOWDALE-SENLAC TOWARDS STEELES VIA SHEPPARD-YONGE STATION,WEST - 98C WILLOWDALE-SENLAC TOWARDS PECKHAM VIA SHEPPARD-YONGE STATION,267.66,0,98,602898,11226.57435,1,602902,10958.9131
SOUTH - 99 ARROW RD TOWARDS ARROW RD,NORTH - 99 ARROW RD TOWARDS JANE,1410.38,0,99,602904,3467.805395,1,602905,4878.189152
SOUTH - 100A FLEMINGDON PARK TOWARDS BROADVIEW STATION,NORTH - 100C FLEMINGDON PARK TOWARDS EGLINTON STATION,400.37,0,100,600779,15765.83482,1,600783,16166.20479
SOUTH - 100A FLEMINGDON PARK TOWARDS BROADVIEW STATION,NORTH - 100B FLEMINGDON PARK TOWARDS DON MILLS & WYNFORD VIA LINKWOOD,577.61,0,100,600777,10259.53182,1,600782,10837.14038
SOUTH - 100B FLEMINGDON PARK TOWARDS BROADVIEW STATION VIA LINKWOOD ,NORTH - 100B FLEMINGDON PARK TOWARDS DON MILLS & WYNFORD VIA LINKWOOD,636.40,0,100,600778,10200.74164,1,600782,10837.14038
SOUTH - 100A FLEMINGDON PARK TOWARDS BROADVIEW STATION,NORTH - 100B FLEMINGDON PARK TOWARDS DON MILLS & WYNFORD VIA LINKWOOD,3776.77,0,100,600780,7060.371872,1,600782,10837.14038
EAST - 101 DOWNSVIEW PARK TOWARDS DOWNSVIEW STATION,WEST - 101 DOWNSVIEW PARK TOWARDS DOWNSVIEW PARK,404.58,0,101,600784,3963.765757,1,600785,4368.347303
SOUTH - 102 MARKHAM RD TOWARDS WARDEN STATION,NORTH - 102A MARKHAM RD TOWARDS PROGRESS / CENTENNIAL COLLEGE,96.31,0,102,600786,12121.01952,1,600794,12024.71044
SOUTH - 102C MARKHAM RD TOWARDS WARDEN STATION VIA DYNAMIC DR,NORTH - 102B MARKHAM RD TOWARDS STEELES,793.23,0,102,600788,17850.29998,1,600795,18643.52767
SOUTH - 102 MARKHAM RD TOWARDS WARDEN STATION,NORTH - 102B MARKHAM RD TOWARDS STEELES,1322.75,0,102,600787,17320.77705,1,600795,18643.52767
SOUTH - 102 MARKHAM RD TOWARDS WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,NORTH - 102D MARKHAM RD TOWARDS MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,1577.83,0,102,600790,26126.3273,1,600798,27704.16105
SOUTH - 103 MOUNT PLEASANT NORTH TOWARDS EGLINTON STATION,NORTH - 103 MOUNT PLEASANT NORTH TOWARDS DONCLIFFE,73.23,0,103,600806,4252.879823,1,600808,4326.111904
SOUTH - 103 MOUNT PLEASANT NORTH TOWARDS EGLINTON STATION,NORTH - 103 MOUNT PLEASANT NORTH TOWARDS DONCLIFFE,1158.90,0,103,600807,3167.210279,1,600808,4326.111904
SOUTH - 104 FAYWOOD TOWARDS WILSON STATION,NORTH - 104 FAYWOOD TOWARDS DOWNSVIEW STATION,399.31,0,104,600809,8207.986006,1,600810,8607.300069
SOUTH - 105 DUFFERIN NORTH TOWARDS DOWNSVIEW STATION,NORTH - 105C DUFFERIN NORTH TOWARDS STEELES,353.92,0,105,600814,4990.451662,1,600820,5344.371193
