trip_headsign_x,trip_headsign_y,delta,direction_id_x,route_short_name,shape_id_x,dist_x,direction_id_y,shape_id_y,dist_y
SOUTH - 105 DUFFERIN NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE REQUIRED NORTH OF STEELES,NORTH - 105A DUFFERIN NORTH TOWARDS RUTHERFORD - EXTRA FARE REQUIRED NORTH OF STEELES,607.77,0,105,600813,13123.94398,1,600818,12516.17132
SOUTH - 105D DUFFERIN NORTH TOWARDS WILSON STATION - EXTRA FARE REQUIRED NORTH OF STEELES,NORTH - 105A DUFFERIN NORTH TOWARDS RUTHERFORD - EXTRA FARE REQUIRED NORTH OF STEELES,1081.44,0,105,600815,13597.60781,1,600818,12516.17132
SOUTH - 105 DUFFERIN NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE REQUIRED NORTH OF STEELES ,NORTH - 105A DUFFERIN NORTH TOWARDS RUTHERFORD - EXTRA FARE REQUIRED NORTH OF STEELES,1593.83,0,105,600812,10922.34272,1,600818,12516.17132
EAST - 106A YORK UNIVERSITY TOWARDS DOWNSVIEW STATION AND WILSON AVE,WEST - 106 YORK UNIVERSITY TOWARDS YORK UNIVERSITY,417.19,0,106,600829,11679.55616,1,600832,11262.36386
EAST - 106 YORK UNIVERSITY TOWARDS DOWNSVIEW STATION,WEST - 106 YORK UNIVERSITY TOWARDS YORK UNIVERSITY,2679.35,0,106,600830,8583.012396,1,600833,11262.36386
EAST - 106 YORK UNIVERSITY TOWARDS DOWNSVIEW STATION,WEST - 106 YORK UNIVERSITY TOWARDS YORK UNIVERSITY,2679.35,0,106,600827,8583.012396,1,600833,11262.36386
SOUTH - 107C KEELE NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE NORTH OF STEELES,NORTH - 107B KEELE NORTH TOWARDS RUTHERFORD GO STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,89.74,0,107,600851,16274.44862,1,600857,16364.19234
SOUTH - 107A KEELE NORTH TOWARDS WILSON STATION - EXTRA FARE NORTH OF STEELES,NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES,155.08,0,107,600836,20896.99037,1,600874,20741.90592
SOUTH - 107C KEELE NORTH TOWARDS DOWNSVIEW STATION VIA YORK UNIVERSITY - EXTRA FARE NORTH OF STEELES,NORTH - 107B KEELE NORTH TOWARDS RUTHERFORD GO STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,156.58,0,107,600843,20184.34747,1,600853,20027.76288
SOUTH - 107B KEELE NORTH TOWARDS DOWNSVIEW STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,NORTH - 107B KEELE NORTH TOWARDS RUTHERFORD GO STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,308.82,0,107,600837,16055.37238,1,600854,16364.19234
SOUTH - 107C KEELE NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE NORTH OF STEELES,NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES ,364.56,0,107,600852,18368.37712,1,600858,18732.93372
SOUTH - 107B KEELE NORTH TOWARDS DOWNSVIEW STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES ,583.63,0,107,600840,18149.30088,1,600858,18732.93372
SOUTH - 107B KEELE NORTH TOWARDS DOWNSVIEW STATION VIA YORK UNIVERSITY AND CHESSWOOD - EXTRA FARE NORTH OF STEELES,NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES ,583.63,0,107,600839,18149.30088,1,600858,18732.93372
SOUTH - 107C KEELE NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE NORTH OF STEELES,NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES ,673.23,0,107,600841,18059.70333,1,600863,18732.93372
EAST - 108A DOWNSVIEW TOWARDS DOWNSVIEW STATION VIA GRANDRAVINE,WEST - 108B DOWNSVIEW TOWARDS JANE & DRIFTWOOD,266.82,0,108,600878,8525.245795,1,600884,8258.426691
EAST - 108C DOWNSVIEW TOWARDS WILSON STATION ,WEST - 108C DOWNSVIEW TOWARDS JANE & DRIFTWOOD,765.93,0,108,600880,11753.25456,1,600885,10987.32715
EAST - 108B DOWNSVIEW TOWARDS DOWNSVIEW STATION,WEST - 108B DOWNSVIEW TOWARDS JANE & DRIFTWOOD,930.66,0,108,600879,9189.08267,1,600884,8258.426691
EAST - 108S DOWNSVIEW SHORT TURN,WEST - 108C DOWNSVIEW TOWARDS JANE & DRIFTWOOD,1397.22,0,108,600882,2073.103582,1,600888,675.8858205
SOUTH - 109B RANEE TOWARDS EGLINTON WEST STATION  VIA FLEMINGTON AND MARLEE ,NORTH - 109B RANEE TOWARDS NEPTUNE VIA MARLEE AND FLEMINGTON,5.61,0,109,600890,7603.773336,1,600897,7598.160486
SOUTH - 109C RANEE TOWARDS EGLINTON WEST STATION  VIA VARNA AND MARLEE,NORTH - 109C RANEE TOWARDS NEPTUNE VIA MARLEE AND VARNA,50.17,0,109,600891,6647.670106,1,600898,6597.497604
SOUTH - 109S RANEE SHORT TURN TOWARDS LAWRENCE WEST STATION ,NORTH - 109B RANEE TOWARDS NEPTUNE VIA MARLEE AND FLEMINGTON,82.32,0,109,600889,4925.722081,1,600895,4843.399396
SOUTH - 109S RANEE SHORT TURN TOWARDS LAWRENCE WEST STATION,NORTH - 109S RANEE SHORT TURN,342.63,0,109,600894,2463.500478,1,600899,2120.869628
SOUTH - 109C RANEE TOWARDS EGLINTON WEST STATION  VIA VARNA AND MARLEE    ,NORTH - 109S RANEE SHORT TURN,698.25,0,109,600892,2819.123167,1,600899,2120.869628
SOUTH - 110C ISLINGTON SOUTH TOWARDS LAKE SHORE,NORTH - 110C ISLINGTON SOUTH TOWARDS ISLINGTON STATION,79.84,0,110,600913,6519.234353,1,600917,6439.395755
SOUTH - 110C ISLINGTON SOUTH TOWARDS LAKE SHORE,NORTH - 110C ISLINGTON SOUTH TOWARDS ISLINGTON STATION,166.56,0,110,600912,5305.521531,1,600918,5138.962672
SOUTH - 110B ISLINGTON SOUTH TOWARDS LONG BRANCH VIA HORNER AND 30TH STREET,NORTH - 110B ISLINGTON SOUTH TOWARDS ISLINGTON STATION VIA 30TH STREET AND HORNER ,183.66,0,110,600911,8957.190992,1,600916,9140.851462
SOUTH - 110A ISLINGTON SOUTH TOWARDS LONG BRANCH VIA HORNER AND BROWNS LINE,NORTH - 110B ISLINGTON SOUTH TOWARDS ISLINGTON STATION VIA 30TH STREET AND HORNER ,201.54,0,110,600910,8939.3105,1,600916,9140.851462
SOUTH - 110C ISLINGTON SOUTH TOWARDS LAKE SHORE,NORTH - 110C ISLINGTON SOUTH TOWARDS ISLINGTON STATION,3007.74,0,110,600914,2131.221279,1,600918,5138.962672
SOUTH - 111 EAST MALL TOWARDS KIPLING STATION,NORTH - 111 EAST MALL TOWARDS EGLINTON,1188.50,0,111,600919,8641.707338,1,600921,9830.211595
SOUTH - 112 WEST MALL TOWARDS KIPLING STATION,NORTH - 112C WEST MALL TOWARDS DISCO RD,20.60,0,112,600925,11421.33832,1,600935,11441.93546
SOUTH - 112 WEST MALL TOWARDS KIPLING STATION,NORTH - 112C WEST MALL TOWARDS DISCO RD,234.35,0,112,600926,19017.44569,1,600934,19251.79198
SOUTH - 112 WEST MALL TOWARDS KIPLING STATION,NORTH - 112C WEST MALL TOWARDS DISCO RD ,329.92,0,112,600924,10062.28189,1,600936,9732.357173
EAST - 113 DANFORTH ROAD TOWARDS KENNEDY STATION,WEST - 113 DANFORTH ROAD TOWARDS MAIN STREET STATION,151.49,0,113,600937,7696.061994,1,600938,7847.549837
EAST - 115 SILVER HILLS TOWARDS LESLIE,WEST - 115 SILVER HILLS TOWARDS YORK MILLS STATION ,982.38,0,115,600939,6050.703268,1,600940,7033.080254
EAST - 116C MORNINGSIDE TOWARDS FINCH,WEST - 116 MORNINGSIDE TOWARDS KENNEDY STATION ,395.37,0,116,600948,18325.62144,1,600955,17930.25618
EAST - 116C MORNINGSIDE TOWARDS FINCH,WEST - 116 MORNINGSIDE TOWARDS KENNEDY STATION ,737.77,0,116,600944,18668.02687,1,600955,17930.25618
EAST - 116A MORNINGSIDE TOWARDS CONLINS RD VIA ELLESMERE,WEST - 116 MORNINGSIDE TOWARDS KENNEDY STATION ,908.67,0,116,600942,14992.80134,1,600953,14084.13477
EAST - 116A MORNINGSIDE TOWARDS CONLINS RD VIA ELLESMERE,WEST - 116 MORNINGSIDE TOWARDS KENNEDY STATION ,12025.27,0,116,600946,2058.863694,1,600953,14084.13477
EAST - 116C MORNINGSIDE TOWARDS FINCH,WEST - 116 MORNINGSIDE TOWARDS KENNEDY STATION ,12704.20,0,116,600950,1379.934864,1,600953,14084.13477
SOUTH - 117 ALNESS TOWARDS DOWNSVIEW STATION ,NORTH - 117 ALNESS TOWARDS STEELES VIA DUFFERIN,59.93,0,117,600961,5708.286441,1,600967,5768.220601
SOUTH - 117C ALNESS TOWARDS DOWNVIEW STATION AND WILSON AVE,NORTH - 117B ALNESS TOWARDS STEELES VIA FLINT RD AND ALNESS,110.08,0,117,600964,9309.625535,1,600968,9419.702274
SOUTH - 117 ALNESS TOWARDS DOWNVIEW STATION ,NORTH - 117B ALNESS TOWARDS STEELES VIA FLINT RD AND ALNESS,151.30,0,117,600963,6219.394932,1,600966,6370.695799
SOUTH - 117 ALNESS TOWARDS WILSON ,NORTH - 117B ALNESS TOWARDS STEELES VIA FLINT RD AND ALNESS,609.49,0,117,600962,8302.602961,1,600969,8912.093183
EAST - 118 THISTLE DOWN TOWARDS WILSON STATION VIA TANDRIDGE,WEST - 118 THISTLE DOWN TOWARDS THISTLE DOWN,789.40,0,118,600970,12070.12523,1,600972,12859.52515
EAST - 118 THISTLE DOWN TOWARDS WILSON STATION,WEST - 118 THISTLE DOWN TOWARDS THISTLE DOWN,2187.85,0,118,600971,10671.67066,1,600972,12859.52515
EAST - 119 TORBARRIE TOWARDS WILSON STN,WEST - 119 TORBARRIE TOWARDS TORBARRIE AND CLAYSON,39.16,0,119,600974,8995.748103,1,600977,9034.910417
EAST - 119 TORBARRIE TOWARDS WILSON STN,WEST - 119 TORBARRIE TOWARDS TORBARRIE AND CLAYSON,89.90,0,119,600975,9227.324384,1,600976,9137.425114
EAST - 120 CALVINGTON TOWARDS WILSON STATION VIA DE HAVILLAND,WEST - 120 CALVINGTON TOWARDS SHEPPARD/JANE VIA DE HAVILLAND,604.97,0,120,600997,10943.12059,1,601000,10338.15283
EAST - 120 CALVINGTON TOWARDS WILSON STATION VIA DE HAVILLAND,WEST - 120 CALVINGTON TOWARDS SHEPPARD/JANE VIA DE HAVILLAND,693.85,0,120,600998,9644.306363,1,601000,10338.15283
EAST - 120S CALVINGTON SHORT TURN,WEST - 120 CALVINGTON TOWARDS SHEPPARD/JANE VIA DE HAVILLAND,8940.17,0,120,600999,1397.98216,1,601000,10338.15283
EAST - 121C FORT YORK-ESPLANADE TOWARDS CHERRY BEACH VIA UNION STN AND DISTILLERY,WEST - 121A FORT YORK-ESPLANADE TOWARDS FORT YORK VIA DISTILLERY AND UNION STN,67.99,0,121,606109,7399.986728,1,606110,7331.999282
EAST - 122 GRAYDON HALL TOWARDS ROYWOOD VIA LESMILL,WEST - 122 GRAYDON HALL TOWARDS YORK MILLS STATION ,16.91,0,122,601005,10285.03538,1,601008,10268.12651
EAST - 122 GRAYDON HALL TOWARDS ROYWOOD VIA LESMILL,WEST - 122 GRAYDON HALL TOWARDS YORK MILLS STATION ,18.90,0,122,601004,8647.933498,1,601007,8666.833248
EAST - 122 GRAYDON HALL TOWARDS YORK MILLS STATION ,WEST - 122 GRAYDON HALL TOWARDS YORK MILLS STATION ,6969.22,0,122,601006,676.9123336,1,601009,7646.137204
SOUTH - 123 SHORNCLIFFE TOWARDS LONG BRANCH,NORTH - 123 SHORNCLIFFE TOWARDS KIPLING STATION VIA EAST MALL ,425.51,0,123,601015,3167.208572,1,601020,3592.717279
SOUTH - 123B SHORNCLIFFE TOWARDS LONG BRANCH VIA EAST MALL AND SHERWAY,NORTH - 123B SHORNCLIFFE TOWARDS KIPLING STATION VIA SHERWAY AND EAST MALL,461.17,0,123,601011,9244.318919,1,601017,9705.491134
SOUTH - 123D SHORNCLIFFE TOWARDS SHERWAY VIA EAST MALL,NORTH - 123D SHORNCLIFFE TOWARDS KIPLING STATION VIA EAST MALL,670.86,0,123,601013,6137.175918,1,601019,5466.318171
SOUTH - 123C SHORNCLIFFE TOWARDS LONG BRANCH VIA NORTH QUEEN AND SHERWAY,NORTH - 123B SHORNCLIFFE TOWARDS KIPLING STATION VIA SHERWAY AND EAST MALL,801.37,0,123,601012,8904.116558,1,601017,9705.491134
EAST - 124 SUNNYBROOK TOWARDS SUNNYBROOK HOSPITAL ,WEST - 124 SUNNYBROOK TOWARDS LAWRENCE STATION,155.07,0,124,601021,3182.744787,1,601022,3337.810867
EAST - 125 DREWRY TOWARDS FINCH STATION,WEST - 125 DREWRY TOWARDS BATHURST (TORRESDALE) ,10.32,0,125,601024,4099.898818,1,601026,4110.219799
EAST - 125S DREWRY SHORT TURN BATHURST,WEST - 125 DREWRY TOWARDS BATHURST (TORRESDALE) ,343.08,0,125,601025,739.2175249,1,601027,1082.299975
SOUTH - 126 CHRISTIE TOWARDS CHRISTIE STATION,NORTH - 126 CHRISTIE TOWARDS ST CLAIR WEST STATION,64.80,0,126,601028,3086.909611,1,601029,3022.110983
EAST - 127 DAVENPORT TOWARDS SPADINA STATION,WEST - 127 DAVENPORT TOWARDS ST CLAIR & OLD WESTON RD,140.27,0,127,601030,6058.992939,1,601031,6199.26487
SOUTH - 129 MCCOWAN NORTH TOWARDS SCARBOROUGH CENTRE,NORTH - 129B MCCOWAN NORTH TOWARDS STEELES,230.35,0,129,601033,7408.951012,1,601035,7178.60276
SOUTH - 129 MCCOWAN NORTH TOWARDS SCARBOROUGH CENTRE  EXTRA FARE REQUIRED NORTH OF STEELES ,NORTH - 129A MCCOWAN NORTH TOWARDS MAJOR MACKENZIE EXTRA FARE REQUIRED NORTH OF STEELES ,1315.35,0,129,601032,16563.2808,1,601034,17878.62911
SOUTH - 130B MIDDLEFIELD TOWARDS SCARBOROUGH CENTRE VIA MAYBROOK,NORTH - 130B MIDDLEFIELD TOWARDS STEELES VIA MAYBROOK,65.30,0,130,601038,8382.546615,1,601040,8447.846162
SOUTH - 130A MIDDLEFIELD TOWARDS SCARBOROUGH CENTRE,NORTH - 130A MIDDLEFIELD TOWARDS STEELES,92.56,0,130,601037,7886.102365,1,601039,7978.661206
WEST - 131S NUGGET SHORT TURN,EAST - 131A NUGGET TOWARDS OLD FINCH/MORNINGVIEW,0.00,0,131,601046,1507.942816,1,601051,1507.942816
WEST - 131E NUGGET EXPRESS TOWARDS SCARBOROUGH CENTRE AND KENNEDY STATION,EAST - 131E NUGGET EXPRESS TOWARDS OLD FINCH/MORNINGVIEW VIA SCARBOROUGH CENTRE,8.77,0,131,601044,16674.818,1,601049,16683.5893
WEST - 131A NUGGET TOWARDS SCARBOROUGH CENTRE,EAST - 131A NUGGET TOWARDS OLD FINCH/MORNINGVIEW,33.42,0,131,601041,10107.78503,1,601047,10141.2007
WEST - 131S NUGGETSHORT TURN,EAST - 131A NUGGET TOWARDS OLD FINCH/MORNINGVIEW,40.31,0,131,601045,1612.750776,1,601052,1653.065359
WEST - 131E NUGGET EXPRESS TOWARDS SCARBOROUGH CENTRE AND KENNEDY STATION,EAST - 131E NUGGET EXPRESS TOWARDS OLD FINCH/MORNINGVIEW VIA SCARBOROUGH CENTRE,49.09,0,131,601043,16779.62596,1,601050,16828.71184
WEST - 131A NUGGET TOWARDS SCARBOROUGH CENTRE,EAST - 131A NUGGET TOWARDS OLD FINCH/MORNINGVIEW,138.22,0,131,601042,10002.97707,1,601047,10141.2007
WEST - 132 MILNER TOWARDS MCLEVIN & HUPFIELD,EAST - 132 MILNER TOWARDS SCARBOROUGH CENTRE,1355.51,0,132,601054,803.3482206,1,601056,2158.858899
WEST - 132 MILNER TOWARDS SCARBOROUGH CENTRE,EAST - 132 MILNER TOWARDS MCLEVIN & HUPFIELD,1411.47,0,132,601053,9048.606615,1,601055,10460.0784
SOUTH - 133 NEILSON TOWARDS SCARBOROUGH CENTRE VIA CENTENARY,NORTH - 133 NEILSON TOWARDS MORNINGSIDE HEIGHTS VIA CENTENARY ,201.75,0,133,601057,14929.14043,1,601060,15130.8926
SOUTH - 133 NEILSON TOWARDS SCARBOROUGH CENTRE VIA CENTENARY,NORTH - 133 NEILSON TOWARDS MORNINGSIDE HEIGHTS VIA CENTENARY ,236.63,0,133,601059,10370.0494,1,601061,10606.67554
SOUTH - 133 NEILSON TOWARDS SCARBOROUGH CENTRE,NORTH - 133 NEILSON TOWARDS MORNINGSIDE HEIGHTS,236.63,0,133,601058,14484.04626,1,601062,14720.67241
SOUTH - 134 PROGRESS TOWARDS SCARBOROUGH CENTRE,NORTH - 134C PROGRESS TOWARDS CENTENNIAL COLLEGE,226.27,0,134,601067,3661.153837,1,601071,3434.881745
SOUTH - 134 PROGRESS TOWARDS SCARBOROUGH CENTRE,NORTH - 134B PROGRESS TOWARDS MCNICOLL VIA TAPSCOTT,274.53,0,134,601066,13038.40496,1,601070,12763.87644
SOUTH - 134 PROGRESS TOWARDS SCARBOROUGH CENTRE,NORTH - 134A PROGRESS TOWARDS FINCH VIA TAPSCOTT,289.77,0,134,601064,8105.284607,1,601069,7815.516811
SOUTH - 134 PROGRESS TOWARDS SCARBOROUGH CENTRE,NORTH - 134A PROGRESS TOWARDS FINCH VIA TAPSCOTT,293.39,0,134,601065,9859.23457,1,601068,9565.839577
EAST - 135 GERRARD TOWARDS WARDEN STATION,WEST - 135 GERRARD TOWARDS MAIN STREET STATION,147.42,0,135,601074,5695.896219,1,601075,5548.472039
SOUTH - 141 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,NORTH - 141 MT PLEASANT EXPRESS TOWARDS EGLINTON - EXTRA FARE REQUIRED,1063.32,0,141,601079,10212.97691,1,601082,9149.661212
SOUTH - 141 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,NORTH - 141 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,1414.54,0,141,601080,2571.290308,1,601083,1156.747046
SOUTH - 142 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,NORTH - 142 AVENUE RD EXPRESS TOWARDS HIGHWAY 401 - EXTRA FARE REQUIRED,489.95,0,142,601084,12652.15582,1,601086,12162.20747
SOUTH - 142 AVENUE RD EXPRESS TOWARDS HIGHWAY 401 - EXTRA FARE REQUIRED,NORTH - 142 AVENUE RD EXPRESS TOWARDS HIGHWAY 401 - EXTRA FARE REQUIRED,10883.38,0,142,601085,1278.82772,1,601086,12162.20747
EAST - 143 BEACH EXPRESS TOWARDS NEVILLE PARK - EXTRA FARE REQUIRED,WEST - 143 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,1170.53,0,143,601087,9443.995453,1,601089,10614.52403
SOUTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,NORTH - 144 DON VALLEY EXPRESS TOWARDS WYNFORD AND YORK MILLS - EXTRA FARE REQUIRED,474.88,0,144,601093,20885.24292,1,601096,21360.11857
SOUTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,NORTH - 144B DON VALLEY EXPRESS TOWARDS WYNFORD - EXTRA FARE REQUIRED,686.52,0,144,601094,15298.82005,1,601098,14612.3036
SOUTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,NORTH - 144S DON VALLEY EXPRESS SHORT TURN,1341.93,0,144,601095,2498.67558,1,601100,1156.747046
SOUTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,NORTH - 144 DON VALLEY EXPRESS TOWARDS WYNFORD AND YORK MILLS - EXTRA FARE REQUIRED,1823.63,0,144,601092,19536.48979,1,601096,21360.11857
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,WEST - 145S HUMBER BAY EXPRESS SHORT TURN - EXTRA FARE REQUIRED,119.09,0,145,601102,12058.23928,1,601106,11939.15151
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,WEST - 145B HUMBER BAY EXPRESS TOWARDS KIPLING - EXTRA FARE REQUIRED,670.69,0,145,611296,16294.98111,1,601108,15624.28749
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,WEST - 145B HUMBER BAY EXPRESS TOWARDS KIPLING - EXTRA FARE REQUIRED,670.69,0,145,611297,16294.98111,1,601108,15624.28749
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,WEST - 145B HUMBER BAY EXPRESS TOWARDS KIPLING - EXTRA FARE REQUIRED,2679.98,0,145,611299,18304.27204,1,601108,15624.28749
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,WEST - 145B HUMBER BAY EXPRESS TOWARDS KIPLING - EXTRA FARE REQUIRED,2679.98,0,145,611300,18304.27204,1,601108,15624.28749
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,WEST - 145B HUMBER BAY EXPRESS TOWARDS KIPLING - EXTRA FARE REQUIRED,2679.98,0,145,611298,18304.27204,1,601108,15624.28749
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,WEST - 145S HUMBER BAY EXPRESS SHORT TURN - EXTRA FARE REQUIRED,7603.83,0,145,601104,4335.323364,1,611301,11939.15151
SOUTH - 160 BATHURST NORTH TOWARDS WILSON STATION EXTRA FARE REQUIRED NORTH OF STEELES,NORTH - 160 BATHURST NORTH TOWARDS CENTRE STREET EXTRA FARE REQUIRED NORTH OF STEELES,1736.30,0,160,601116,9523.120723,1,601122,11259.42317
EAST - 161 ROGERS RD TOWARDS OSSINGTON STATION,WEST - 161 ROGERS RD TOWARDS JANE,410.91,0,161,601126,9709.527954,1,601128,9298.622375
EAST - 161 ROGERS RD TOWARDS JANE,WEST - 161 ROGERS RD TOWARDS JANE,7688.20,0,161,601127,1610.41869,1,601128,9298.622375
EAST - 162 LAWRENCE-DONWAY TOWARDS DON MILLS,WEST - 162 LAWRENCE-DONWAY TOWARDS LAWRENCE STATION,2251.30,0,162,601129,9121.849809,1,601131,11373.15343
EAST - 162 LAWRENCE-DONWAY TOWARDS DON MILLS,WEST - 162 LAWRENCE-DONWAY TOWARDS LAWRENCE STATION,10253.24,0,162,601130,1119.910629,1,601131,11373.15343
EAST - 165 WESTON RD NORTH TOWARDS YORK MILLS STATION,WEST - 165A WESTON RD NORTH TOWARDS STEELES,91.61,0,165,601133,18831.45571,1,601157,18739.84178
EAST - 165 WESTON RD NORTH TOWARDS YORK MILLS STATION EXTRA FARE NORTH OF STEELES,WEST - 165D WESTON RD NORTH TOWARDS MAJOR MACKENZIE AND HIGHWAY 400 EXTRA FARE NORTH OF STEELES,102.10,0,165,601140,27414.81212,1,601159,27516.90831
EAST - 165 WESTON RD NORTH TOWARDS YORK MILLS STATION,WEST - 165A WESTON RD NORTH TOWARDS STEELES,106.80,0,165,601154,18846.64451,1,601157,18739.84178
EAST - 165S WESTON RD NORTH SHORT TURN TOWARDS FINCH,WEST - 165A WESTON RD NORTH TOWARDS STEELES,139.76,0,165,601147,2981.451343,1,601168,2841.695919
EAST - 165 WESTON RD NORTH TOWARDS YORK MILLS STATION EXTRA FARE NORTH OF STEELES,WEST - 165D WESTON RD NORTH TOWARDS MAJOR MACKENZIE AND HIGHWAY 400 EXTRA FARE NORTH OF STEELES,215.12,0,165,601139,27732.02732,1,601159,27516.90831
EAST - 165 WESTON RD NORTH TOWARDS YORK MILLS STATION,WEST - 165A WESTON RD NORTH TOWARDS STEELES,225.60,0,165,601134,18514.24051,1,601157,18739.84178
EAST - 165 WESTON RD NORTH TOWARDS YORK MILLS STATION EXTRA FARE NORTH OF STEELES,WEST - 165D WESTON RD NORTH TOWARDS MAJOR MACKENZIE AND HIGHWAY 400 EXTRA FARE NORTH OF STEELES,643.03,0,165,601144,26873.88132,1,601159,27516.90831
EAST - 165S WESTON RD NORTH SHORT TURN TOWARDS FINCH EXTRA FARE NORTH OF STEELES,WEST - 165D WESTON RD NORTH TOWARDS MAJOR MACKENZIE AND HIGHWAY 400 EXTRA FARE NORTH OF STEELES,1455.08,0,165,601146,10152.90775,1,601171,11607.98988
EAST - 165 WESTON RD NORTH TOWARDS YORK MILLS STATION EXTRA FARE NORTH OF STEELES,WEST - 165D WESTON RD NORTH TOWARDS MAJOR MACKENZIE AND HIGHWAY 400 EXTRA FARE NORTH OF STEELES,1471.34,0,165,601142,28988.24981,1,601159,27516.90831
EAST - 165 WESTON RD NORTH TOWARDS YORK MILLS STATION EXTRA FARE NORTH OF STEELES,WEST - 165D WESTON RD NORTH TOWARDS MAJOR MACKENZIE AND HIGHWAY 400 EXTRA FARE NORTH OF STEELES,1514.00,0,165,601143,26002.91211,1,601159,27516.90831
EAST - 165S WESTON RD NORTH SHORT TURN TOWARDS FINCH EXTRA FARE NORTH OF STEELES,WEST - 165D WESTON RD NORTH TOWARDS MAJOR MACKENZIE AND HIGHWAY 400 EXTRA FARE NORTH OF STEELES,1544.85,0,165,601152,13152.83853,1,601171,11607.98988
SOUTH - 167B PHARMACY NORTH TOWARDS DON MILLS STATION,NORTH - 167B PHARMACY NORTH TOWARDS STEELES,16.80,0,167,601176,7634.313375,1,601178,7651.108571
SOUTH - 167A PHARMACY NORTH TOWARDS DON MILLS STATION VIA CONSUMERS RD,NORTH - 167A PHARMACY NORTH TOWARDS STEELES VIA CONSUMERS RD,33.63,0,167,601175,9326.183896,1,601177,9359.818672
SOUTH - 168 SYMINGTON TOWARDS DUNDAS WEST STATION,NORTH - 168 SYMINGTON TOWARDS ROGERS RD & WESTON RD,43.36,0,168,601179,5002.539273,1,601180,5045.9022
EAST - 169B HUNTINGWOOD TOWARDS SCARBOROUGH CENTRE,WEST - 169B HUNTINGWOOD TOWARDS DON MILLS STATION,14.86,0,169,601183,12042.70741,1,601185,12027.84373
